Contact,DateAdded,ProjectID,ScenarioID,SophisticationIfAllowedRating,SophisticationIfBlockedRating,TacticID
admin,6/21/2017,64f373fb-aeb0-4af5-84df-123456789sed,d08ea54a-6261-40dd-ab0a-c84d4e953805,Novice,Practitioner,T1105
admin,6/21/2017,64f373fb-aeb0-4af5-84df-123456789sed,bd0b4f6a-05d9-4ac3-87a9-ad250dcec2e0,Novice,Practitioner,T1105
admin,6/21/2017,64f373fb-aeb0-4af5-84df-123456789sed,1fe7ee58-2a08-4d8b-bfa8-3bf6372dc679,Novice,Practitioner,T1071
admin,6/21/2017,64f373fb-aeb0-4af5-84df-123456789sed,f23ef0ee-b90e-497f-8115-9b3d8dbf250c,Novice,Practitioner,T1104
admin,6/21/2017,64f373fb-aeb0-4af5-84df-123456789sed,b6ab0ef2-c0a4-4f75-81c3-683205b3fc30,Novice,Practitioner,T1104
